"Code","State","Sector","Obs","Employment","Members","Covered","PctMem","PctCov","Year"
34,"Michigan","Priv. Construction",286,146438,49338,52983,33.7,36.2,1988
34,"Michigan","Priv. Manufacturing",2111,1069578,432269,446067,40.4,41.7,1988
41,"Minnesota","Private",1858,1601382,233822,254493,14.6,15.9,1988
41,"Minnesota","Public",363,307518,158575,175323,51.6,57,1988
41,"Minnesota","Priv. Construction",86,74968,31059,31942,41.4,42.6,1988
41,"Minnesota","Priv. Manufacturing",433,371445,76759,85940,20.7,23.1,1988
64,"Mississippi","Private",1731,756530,50617,56278,6.7,7.4,1988
64,"Mississippi","Public",411,174565,19764,27222,11.3,15.6,1988
64,"Mississippi","Priv. Construction",110,49750,4640,4640,9.3,9.3,1988
64,"Mississippi","Priv. Manufacturing",522,226625,29651,32565,13.1,14.4,1988
43,"Missouri","Private",1871,1808390,276767,293960,15.3,16.3,1988
43,"Missouri","Public",363,338460,83051,110547,24.5,32.7,1988
43,"Missouri","Priv. Construction",84,82312,29385,29385,35.7,35.7,1988
43,"Missouri","Priv. Manufacturing",455,433496,101879,108121,23.5,24.9,1988
81,"Montana","Private",1597,214679,24834,27028,11.6,12.6,1988
81,"Montana","Public",579,78004,27025,32495,34.6,41.7,1988
81,"Montana","Priv. Construction",71,9975,2364,2829,23.7,28.4,1988
81,"Montana","Priv. Manufacturing",190,25981,6798,6918,26.2,26.6,1988
46,"Nebraska","Private",1873,532994,40469,58694,7.6,11,1988
46,"Nebraska","Public",429,121781,36095,52206,29.6,42.9,1988
46,"Nebraska","Priv. Construction",93,26741,1591,2731,5.9,10.2,1988
46,"Nebraska","Priv. Manufacturing",342,97996,17044,22788,17.4,23.3,1988
88,"Nevada","Private",1751,428981,66452,74308,15.5,17.3,1988
88,"Nevada","Public",287,68326,23576,29637,34.5,43.4,1988
88,"Nevada","Priv. Construction",137,34122,9919,10554,29.1,30.9,1988
88,"Nevada","Priv. Manufacturing",136,32796,1971,1971,6,6,1988
12,"New Hampshire","Private",1566,442277,28649,32699,6.5,7.4,1988
12,"New Hampshire","Public",213,58392,22521,28075,38.6,48.1,1988
12,"New Hampshire","Priv. Construction",137,40741,2680,3469,6.6,8.5,1988
12,"New Hampshire","Priv. Manufacturing",502,143240,13270,15403,9.3,10.8,1988
22,"New Jersey","Private",6427,2887584,521286,564642,18.1,19.6,1988
22,"New Jersey","Public",1214,538444,296090,328438,55,61,1988
22,"New Jersey","Priv. Construction",365,162144,55999,55999,34.5,34.5,1988
22,"New Jersey","Priv. Manufacturing",1511,685490,176996,189555,25.8,27.7,1988
85,"New Mexico","Private",1381,393188,28610,33610,7.3,8.5,1988
85,"New Mexico","Public",499,141566,16144,24734,11.4,17.5,1988
85,"New Mexico","Priv. Construction",101,29502,2715,2715,9.2,9.2,1988
85,"New Mexico","Priv. Manufacturing",163,46756,4797,5106,10.3,10.9,1988
21,"New York","Private",7249,5886412,1122901,1206647,19.1,20.5,1988
21,"New York","Public",1693,1344681,908977,956551,67.6,71.1,1988
21,"New York","Priv. Construction",437,367782,131828,134320,35.8,36.5,1988
21,"New York","Priv. Manufacturing",1543,1227767,302340,317684,24.6,25.9,1988
56,"North Carolina","Private",6834,2442187,105417,126603,4.3,5.2,1988
56,"North Carolina","Public",1192,421179,76059,91562,18.1,21.7,1988
56,"North Carolina","Priv. Construction",479,174675,4131,4131,2.4,2.4,1988
56,"North Carolina","Priv. Manufacturing",2492,892383,55500,66225,6.2,7.4,1988
44,"North Dakota","Private",1740,184903,12528,16670,6.8,9,1988
44,"North Dakota","Public",565,59847,15355,21618,25.7,36.1,1988
44,"North Dakota","Priv. Construction",98,10437,2343,2457,22.5,23.5,1988
44,"North Dakota","Priv. Manufacturing",139,14966,2870,3553,19.2,23.7,1988
31,"Ohio","Private",6735,3806133,708853,750894,18.6,19.7,1988
31,"Ohio","Public",1193,675288,292997,338715,43.4,50.2,1988
31,"Ohio","Priv. Construction",327,190028,49546,52673,26.1,27.7,1988
31,"Ohio","Priv. Manufacturing",2092,1178641,416566,434481,35.3,36.9,1988
73,"Oklahoma","Private",1558,961693,72296,78229,7.5,8.1,1988
73,"Oklahoma","Public",422,244298,46720,54958,19.1,22.5,1988
73,"Oklahoma","Priv. Construction",67,40842,4850,4850,11.9,11.9,1988
73,"Oklahoma","Priv. Manufacturing",308,187526,34879,36634,18.6,19.5,1988
92,"Oregon","Private",1409,916549,138704,150948,15.1,16.5,1988
92,"Oregon","Public",290,186085,90133,113062,48.4,60.8,1988
92,"Oregon","Priv. Construction",55,36178,8209,9020,22.7,24.9,1988
92,"Oregon","Priv. Manufacturing",356,230281,55954,57260,24.3,24.9,1988
23,"Pennsylvania","Private",6633,4237885,711755,771523,16.8,18.2,1988
23,"Pennsylvania","Public",1036,669227,324356,372298,48.5,55.6,1988
23,"Pennsylvania","Priv. Construction",358,232821,55479,57326,23.8,24.6,1988
23,"Pennsylvania","Priv. Manufacturing",1709,1088549,347430,361661,31.9,33.2,1988
15,"Rhode Island","Private",1537,390671,46670,49121,11.9,12.6,1988
15,"Rhode Island","Public",260,65268,43750,44406,67,68,1988
15,"Rhode Island","Priv. Construction",75,18447,5634,5634,30.5,30.5,1988
15,"Rhode Island","Priv. Manufacturing",475,121622,19596,20348,16.1,16.7,1988
57,"South Carolina","Private",2101,1163813,48124,58776,4.1,5.1,1988
57,"South Carolina","Public",459,252764,24403,34842,9.7,13.8,1988
57,"South Carolina","Priv. Construction",123,70046,3429,3930,4.9,5.6,1988
57,"South Carolina","Priv. Manufacturing",789,437859,27419,35956,6.3,8.2,1988
45,"South Dakota","Private",1901,203298,10155,12039,5,5.9,1988
45,"South Dakota","Public",499,53330,12747,16257,23.9,30.5,1988
45,"South Dakota","Priv. Construction",71,8191,655,655,8,8,1988
45,"South Dakota","Priv. Manufacturing",302,32706,2985,4033,9.1,12.3,1988
62,"Tennessee","Private",1781,1632192,158712,179386,9.7,11,1988
62,"Tennessee","Public",354,320729,80844,107279,25.2,33.4,1988
62,"Tennessee","Priv. Construction",134,123264,9936,10816,8.1,8.8,1988
62,"Tennessee","Priv. Manufacturing",563,520531,89127,101221,17.1,19.4,1988
74,"Texas","Private",6847,5613976,276765,345850,4.9,6.2,1988
74,"Texas","Public",1545,1222217,197890,265313,16.2,21.7,1988
74,"Texas","Priv. Construction",429,357479,35767,38056,10,10.6,1988
74,"Texas","Priv. Manufacturing",1285,1079684,119056,143256,11,13.3,1988
87,"Utah","Private",1512,469614,28661,33495,6.1,7.1,1988
87,"Utah","Public",480,148091,46972,62205,31.7,42,1988
87,"Utah","Priv. Construction",73,22702,3132,3423,13.8,15.1,1988
87,"Utah","Priv. Manufacturing",339,106014,7652,9525,7.2,9,1988
13,"Vermont","Private",1479,206182,10795,14127,5.2,6.9,1988
13,"Vermont","Public",267,37010,15099,20348,40.8,55,1988
13,"Vermont","Priv. Construction",120,17105,440,440,2.6,2.6,1988
13,"Vermont","Priv. Manufacturing",361,50507,6581,7762,13,15.4,1988
54,"Virginia","Private",2358,2135015,157370,189623,7.4,8.9,1988
54,"Virginia","Public",641,577921,91253,119175,15.8,20.6,1988
54,"Virginia","Priv. Construction",177,161529,10293,10293,6.4,6.4,1988
54,"Virginia","Priv. Manufacturing",469,421944,56092,71544,13.3,17,1988
91,"Washington","Private",1635,1496002,283992,329088,19,22,1988
91,"Washington","Public",428,388091,172917,209213,44.6,53.9,1988
91,"Washington","Priv. Construction",95,85152,23217,25779,27.3,30.3,1988
91,"Washington","Priv. Manufacturing",366,335935,117304,134645,34.9,40.1,1988
55,"West Virginia","Private",1384,468068,94885,99307,20.3,21.2,1988
55,"West Virginia","Public",383,128931,25758,37569,20,29.1,1988
55,"West Virginia","Priv. Construction",85,29084,5371,5371,18.5,18.5,1988
55,"West Virginia","Priv. Manufacturing",308,103222,40477,42793,39.2,41.5,1988
35,"Wisconsin","Private",2287,1815250,303683,308598,16.7,17,1988
35,"Wisconsin","Public",430,336434,164098,180092,48.8,53.5,1988
35,"Wisconsin","Priv. Construction",111,87473,34685,34685,39.7,39.7,1988
35,"Wisconsin","Priv. Manufacturing",748,596799,187380,188909,31.4,31.7,1988
83,"Wyoming","Private",1037,129083,13609,15680,10.5,12.1,1988
83,"Wyoming","Public",403,50126,10063,13684,20.1,27.3,1988
83,"Wyoming","Priv. Construction",74,9880,645,645,6.5,6.5,1988
83,"Wyoming","Priv. Manufacturing",60,7929,278,557,3.5,7,1988
63,"Alabama","Private",1766,1315985,151552,162881,11.5,12.4,1989
63,"Alabama","Public",382,288550,69924,89666,24.2,31.1,1989
63,"Alabama","Priv. Construction",115,86773,7656,8306,8.8,9.6,1989
63,"Alabama","Priv. Manufacturing",556,414318,94190,98003,22.7,23.7,1989
94,"Alaska","Private",1785,128213,16847,18221,13.1,14.2,1989
94,"Alaska","Public",807,59728,26080,28701,43.7,48.1,1989
94,"Alaska","Priv. Construction",114,8191,2758,2758,33.7,33.7,1989
94,"Alaska","Priv. Manufacturing",108,7588,897,1165,11.8,15.4,1989
86,"Arizona","Private",1525,1137777,54849,63655,4.8,5.6,1989
86,"Arizona","Public",328,249171,46380,58029,18.6,23.3,1989
86,"Arizona","Priv. Construction",108,83476,7241,7241,8.7,8.7,1989
86,"Arizona","Priv. Manufacturing",273,198556,13710,14266,6.9,7.2,1989
71,"Arkansas","Private",1749,757620,61603,74954,8.1,9.9,1989
71,"Arkansas","Public",352,150195,26412,34647,17.6,23.1,1989
71,"Arkansas","Priv. Construction",84,36625,2750,3137,7.5,8.6,1989
71,"Arkansas","Priv. Manufacturing",533,229977,38249,45577,16.6,19.8,1989
93,"California","Private",8644,9913212,1319841,1479209,13.3,14.9,1989
93,"California","Public",1718,1912738,919038,1105075,48,57.8,1989
93,"California","Priv. Construction",591,710155,183908,193178,25.9,27.2,1989
93,"California","Priv. Manufacturing",1950,2238972,406812,446083,18.2,19.9,1989
84,"Colorado","Private",1611,1149325,74591,85141,6.5,7.4,1989
84,"Colorado","Public",350,245510,54609,72694,22.2,29.6,1989
84,"Colorado","Priv. Construction",78,55730,7899,7899,14.2,14.2,1989
84,"Colorado","Priv. Manufacturing",285,202190,11254,12017,5.6,5.9,1989
16,"Connecticut","Private",1664,1341789,162928,172831,12.1,12.9,1989
16,"Connecticut","Public",240,191248,121104,124219,63.3,65,1989
16,"Connecticut","Priv. Construction",108,84492,19675,20969,23.3,24.8,1989
16,"Connecticut","Priv. Manufacturing",467,371424,66185,67977,17.8,18.3,1989
51,"Delaware","Private",1720,274105,33260,35566,12.1,13,1989
51,"Delaware","Public",294,47078,17419,19831,37,42.1,1989
51,"Delaware","Priv. Construction",114,18242,3773,3877,20.7,21.3,1989
51,"Delaware","Priv. Manufacturing",463,74301,18741,19929,25.2,26.8,1989
53,"D.C.","Private",1152,190323,21500,26543,11.3,13.9,1989
53,"D.C.","Public",597,96493,21334,27771,22.1,28.8,1989
53,"D.C.","Priv. Construction",60,11226,3861,4488,34.4,40,1989
53,"D.C.","Priv. Manufacturing",58,9420,950,1419,10.1,15.1,1989
59,"Florida","Private",7005,4308528,154504,209181,3.6,4.9,1989
59,"Florida","Public",1351,816069,215128,299741,26.4,36.7,1989
59,"Florida","Priv. Construction",565,349312,16704,18502,4.8,5.3,1989
59,"Florida","Priv. Manufacturing",1012,637697,35299,49032,5.5,7.7,1989
58,"Georgia","Private",1851,2332950,180337,195816,7.7,8.4,1989
58,"Georgia","Public",360,451507,67331,90209,14.9,20,1989
58,"Georgia","Priv. Construction",136,168199,20169,21729,12,12.9,1989
58,"Georgia","Priv. Manufacturing",487,604494,71432,72326,11.8,12,1989
95,"Hawaii","Private",1426,338797,72274,75162,21.3,22.2,1989
95,"Hawaii","Public",425,103297,60036,62470,58.1,60.5,1989
95,"Hawaii","Priv. Construction",114,27194,11760,12226,43.2,45,1989
95,"Hawaii","Priv. Manufacturing",90,21691,6680,6680,30.8,30.8,1989
82,"Idaho","Private",1741,309557,25129,28563,8.1,9.2,1989
82,"Idaho","Public",390,67495,11610,13682,17.2,20.3,1989
82,"Idaho","Priv. Construction",86,15076,645,773,4.3,5.1,1989
82,"Idaho","Priv. Manufacturing",370,66746,13616,13905,20.4,20.8,1989
33,"Illinois","Private",6687,4262299,711526,765004,16.7,17.9,1989
33,"Illinois","Public",1193,752999,333663,379889,44.3,50.5,1989
33,"Illinois","Priv. Construction",331,214336,107212,109855,50,51.3,1989
33,"Illinois","Priv. Manufacturing",1714,1097490,283132,298804,25.8,27.2,1989
32,"Indiana","Private",1986,2146755,441574,457666,20.6,21.3,1989
32,"Indiana","Public",331,329104,78085,102657,23.7,31.2,1989
32,"Indiana","Priv. Construction",100,107576,38372,40327,35.7,37.5,1989
32,"Indiana","Priv. Manufacturing",682,700917,288662,291919,41.2,41.6,1989
42,"Iowa","Private",1865,962963,114564,133490,11.9,13.9,1989
42,"Iowa","Public",453,235535,67264,94362,28.6,40.1,1989
42,"Iowa","Priv. Construction",72,37028,8385,8936,22.6,24.1,1989
42,"Iowa","Priv. Manufacturing",468,244865,76817,86945,31.4,35.5,1989
47,"Kansas","Private",1865,841897,87573,98910,10.4,11.7,1989
47,"Kansas","Public",436,196495,39555,52226,20.1,26.6,1989
47,"Kansas","Priv. Construction",82,39073,7117,7618,18.2,19.5,1989
47,"Kansas","Priv. Manufacturing",441,198801,43872,49334,22.1,24.8,1989
61,"Kentucky","Private",1641,1195577,158751,169886,13.3,14.2,1989
61,"Kentucky","Public",315,227715,51480,65065,22.6,28.6,1989
61,"Kentucky","Priv. Construction",110,80289,19107,19107,23.8,23.8,1989
61,"Kentucky","Priv. Manufacturing",405,295973,86893,91486,29.4,30.9,1989
72,"Louisiana","Private",1321,1218188,73522,87269,6,7.2,1989
72,"Louisiana","Public",326,305045,49424,71209,16.2,23.3,1989
72,"Louisiana","Priv. Construction",122,117130,12328,14075,10.5,12,1989
72,"Louisiana","Priv. Manufacturing",175,161937,31129,33836,19.2,20.9,1989
11,"Maine","Private",1641,419903,35715,39583,8.5,9.4,1989
11,"Maine","Public",340,86559,41071,47310,47.4,54.7,1989
11,"Maine","Priv. Construction",119,30998,1532,1532,4.9,4.9,1989
11,"Maine","Priv. Manufacturing",411,105143,20689,21953,19.7,20.9,1989
52,"Maryland","Private",1556,1662608,172951,191814,10.4,11.5,1989
52,"Maryland","Public",520,568286,184649,225328,32.5,39.7,1989
52,"Maryland","Priv. Construction",144,165738,28424,29259,17.1,17.7,1989
52,"Maryland","Priv. Manufacturing",234,240776,46397,49771,19.3,20.7,1989
14,"Massachusetts","Private",6641,2341224,249568,270398,10.7,11.5,1989
14,"Massachusetts","Public",1098,384126,228094,242697,59.4,63.2,1989
14,"Massachusetts","Priv. Construction",329,115574,28000,28383,24.2,24.6,1989
14,"Massachusetts","Priv. Manufacturing",1682,594708,95114,100980,16,17,1989
34,"Michigan","Private",6415,3301743,667577,707436,20.2,21.4,1989
34,"Michigan","Public",1173,594578,345227,374605,58.1,63,1989
34,"Michigan","Priv. Construction",276,144332,41681,44301,28.9,30.7,1989
34,"Michigan","Priv. Manufacturing",2084,1079175,415529,435518,38.5,40.4,1989
41,"Minnesota","Private",1825,1645836,235680,251485,14.3,15.3,1989
41,"Minnesota","Public",339,297675,150458,164573,50.5,55.3,1989
41,"Minnesota","Priv. Construction",89,81620,35909,36839,44,45.1,1989
41,"Minnesota","Priv. Manufacturing",405,366808,75326,78707,20.5,21.5,1989
64,"Mississippi","Private",1717,759249,52823,58864,7,7.8,1989
64,"Mississippi","Public",421,178848,20734,27757,11.6,15.5,1989
64,"Mississippi","Priv. Construction",92,40319,3654,3654,9.1,9.1,1989
64,"Mississippi","Priv. Manufacturing",524,232679,30975,34384,13.3,14.8,1989
43,"Missouri","Private",1756,1867608,261544,277154,14,14.8,1989
43,"Missouri","Public",312,320903,76942,107641,24,33.5,1989
43,"Missouri","Priv. Construction",87,95137,33802,35181,35.5,37,1989
43,"Missouri","Priv. Manufacturing",413,433665,109230,118937,25.2,27.4,1989
81,"Montana","Private",1590,219279,26981,29020,12.3,13.2,1989
81,"Montana","Public",552,76176,25486,30811,33.5,40.4,1989
81,"Montana","Priv. Construction",77,10610,3596,3596,33.9,33.9,1989
81,"Montana","Priv. Manufacturing",156,22014,6016,6016,27.3,27.3,1989
46,"Nebraska","Private",1859,537990,40494,57491,7.5,10.7,1989
46,"Nebraska","Public",391,113384,37379,49725,33,43.9,1989
46,"Nebraska","Priv. Construction",73,21279,3455,3455,16.2,16.2,1989
46,"Nebraska","Priv. Manufacturing",344,99755,18647,25962,18.7,26,1989
88,"Nevada","Private",1772,448212,66656,74415,14.9,16.6,1989
88,"Nevada","Public",278,67742,27129,32801,40,48.4,1989
88,"Nevada","Priv. Construction",147,37253,8313,8313,22.3,22.3,1989
88,"Nevada","Priv. Manufacturing",139,35414,2608,2798,7.4,7.9,1989
12,"New Hampshire","Private",1550,444713,31996,36171,7.2,8.1,1989
12,"New Hampshire","Public",233,64181,26895,31456,41.9,49,1989
12,"New Hampshire","Priv. Construction",101,29771,3756,3756,12.6,12.6,1989
12,"New Hampshire","Priv. Manufacturing",505,144168,13052,14376,9.1,10,1989
22,"New Jersey","Private",6482,2896781,489716,520847,16.9,18,1989
22,"New Jersey","Public",1237,546692,306851,339807,56.1,62.2,1989
22,"New Jersey","Priv. Construction",348,156084,54537,56966,34.9,36.5,1989
22,"New Jersey","Priv. Manufacturing",1548,698337,159134,168171,22.8,24.1,1989
85,"New Mexico","Private",1467,408222,29333,31643,7.2,7.8,1989
85,"New Mexico","Public",508,139760,13329,19667,9.5,14.1,1989
85,"New Mexico","Priv. Construction",89,25154,2746,2746,10.9,10.9,1989
85,"New Mexico","Priv. Manufacturing",192,53519,3050,3318,5.7,6.2,1989
21,"New York","Private",7735,5916731,1113136,1195520,18.8,20.2,1989
21,"New York","Public",1860,1405279,928472,989788,66.1,70.4,1989
21,"New York","Priv. Construction",453,357139,142213,142718,39.8,40,1989
21,"New York","Priv. Manufacturing",1634,1219973,311615,322055,25.5,26.4,1989
56,"North Carolina","Private",6983,2508073,94862,112828,3.8,4.5,1989
56,"North Carolina","Public",1331,471670,69293,89500,14.7,19,1989
56,"North Carolina","Priv. Construction",465,168301,1504,1909,0.9,1.1,1989
56,"North Carolina","Priv. Manufacturing",2486,892576,57684,67019,6.5,7.5,1989
44,"North Dakota","Private",1755,187454,11662,14782,6.2,7.9,1989
44,"North Dakota","Public",582,61379,16143,21086,26.3,34.4,1989
44,"North Dakota","Priv. Construction",111,12053,2470,2554,20.5,21.2,1989
44,"North Dakota","Priv. Manufacturing",137,14456,2935,3311,20.3,22.9,1989
31,"Ohio","Private",7048,3953006,690099,723085,17.5,18.3,1989
31,"Ohio","Public",1237,688433,297018,343184,43.1,49.8,1989
31,"Ohio","Priv. Construction",329,186157,55988,58323,30.1,31.3,1989
31,"Ohio","Priv. Manufacturing",2145,1204589,416777,430163,34.6,35.7,1989
73,"Oklahoma","Private",1567,965051,68916,73869,7.1,7.7,1989
73,"Oklahoma","Public",430,256048,54042,74303,21.1,29,1989
73,"Oklahoma","Priv. Construction",65,40948,3380,4117,8.3,10.1,1989
73,"Oklahoma","Priv. Manufacturing",328,198226,37681,39137,19,19.7,1989
92,"Oregon","Private",1511,946228,150086,164694,15.9,17.4,1989
92,"Oregon","Public",329,204391,97942,117107,47.9,57.3,1989
92,"Oregon","Priv. Construction",65,42110,12683,13418,30.1,31.9,1989
92,"Oregon","Priv. Manufacturing",369,229370,52834,55195,23,24.1,1989
23,"Pennsylvania","Private",6907,4408080,721522,793850,16.4,18,1989
23,"Pennsylvania","Public",1057,677348,341026,394306,50.3,58.2,1989
23,"Pennsylvania","Priv. Construction",423,273819,65924,71029,24.1,25.9,1989
23,"Pennsylvania","Priv. Manufacturing",1816,1157798,355308,375559,30.7,32.4,1989
15,"Rhode Island","Private",1603,395391,43103,46437,10.9,11.7,1989
15,"Rhode Island","Public",256,61911,42213,42445,68.2,68.6,1989
15,"Rhode Island","Priv. Construction",68,17023,4595,5091,27,29.9,1989
15,"Rhode Island","Priv. Manufacturing",474,117325,16169,16649,13.8,14.2,1989
57,"South Carolina","Private",2133,1198964,38410,46720,3.2,3.9,1989
57,"South Carolina","Public",442,247509,17949,31468,7.3,12.7,1989
57,"South Carolina","Priv. Construction",154,88269,2267,2816,2.6,3.2,1989
57,"South Carolina","Priv. Manufacturing",763,432146,24541,29446,5.7,6.8,1989
45,"South Dakota","Private",1928,209847,8051,12522,3.8,6,1989
45,"South Dakota","Public",541,59241,13733,21343,23.2,36,1989
45,"South Dakota","Priv. Construction",83,9479,237,237,2.5,2.5,1989
45,"South Dakota","Priv. Manufacturing",286,31507,2600,4215,8.3,13.4,1989
62,"Tennessee","Private",1868,1727253,179803,206416,10.4,12,1989
62,"Tennessee","Public",318,292385,56287,82048,19.3,28.1,1989
62,"Tennessee","Priv. Construction",113,105687,14364,17718,13.6,16.8,1989
62,"Tennessee","Priv. Manufacturing",612,562273,97696,111100,17.4,19.8,1989
74,"Texas","Private",7039,5611601,269978,345280,4.8,6.2,1989
